CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1296,100151122202601296,202601296,2025-10-07,325,1122,1,2,15,29,1,7,2025-09-27 09:19:35,2025-09-28 12:19:35,2025-10-07 09:19:35,12.424307,75.849465,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1297,100281208202601297,202601297,2024-01-29,847,1208,1,1,18,58,4,6,2024-01-27 01:46:19,2024-01-28 01:46:19,2024-01-29 01:46:19,16.874042,75.708949,"Fraudster contacted the victim from +916988335251 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹12994 was debited from their SBI account."
1298,100251187202601298,202601298,2025-03-12,365,1187,1,2,9,88,2,42,2025-03-03 06:53:46,2025-03-04 12:53:46,2025-03-12 06:53:46,14.856756,75.444145,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹104818 and cash were stolen.
1299,100231174202601299,202601299,2024-03-16,996,1174,3,2,5,29,2,29,2024-03-09 12:17:27,2024-03-10 10:17:27,2024-03-16 12:17:27,16.832998,77.159314,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹347020 to clear their name.
1300,100031026202601300,202601300,2026-06-15,817,1026,1,1,12,20,4,29,2026-06-14 19:28:47,2026-06-16 12:28:47,2026-06-15 19:28:47,12.262793,76.568833,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹228773 and cash were stolen.
1301,100261189202601301,202601301,2024-02-08,282,1189,4,1,5,9,4,20,2024-01-31 04:39:18,2024-02-02 00:39:18,2024-02-08 04:39:18,16.26427,75.689573,"During a raid, police apprehended a suspect carrying 288 grams of MDMA intended for distribution among college students."
1302,100011008202601302,202601302,2024-10-29,925,1008,1,1,3,64,4,11,2024-10-22 17:11:20,2024-10-24 03:11:20,2024-10-29 17:11:20,12.993622,77.622294,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹326782 to clear their name.
1303,100241178202601303,202601303,2024-07-07,843,1178,1,2,16,32,1,23,2024-07-04 22:26:20,2024-07-06 11:26:20,2024-07-07 22:26:20,15.507668,75.716832,"Fraudster contacted the victim from +919135030058 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹28007 was debited from their SBI account."
1304,100011006202601304,202601304,2025-07-01,816,1006,3,1,20,25,1,34,2025-06-23 04:47:25,2025-06-23 19:47:25,2025-07-01 04:47:25,12.92972,77.602986,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1305,100051046202601305,202601305,2024-01-03,332,1046,3,2,14,55,3,6,2023-12-30 05:05:49,2023-12-30 14:05:49,2024-01-03 05:05:49,15.770577,74.530929,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹273573 and cash were stolen.
1306,100031024202601306,202601306,2025-12-30,926,1024,1,2,6,26,3,25,2025-12-28 09:48:38,2025-12-29 18:48:38,2025-12-30 09:48:38,12.235045,76.576817,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹194500 and cash were stolen.
1307,100011001202601307,202601307,2026-02-02,287,1001,4,1,3,64,4,43,2026-01-24 08:25:44,2026-01-26 01:25:44,2026-02-02 08:25:44,13.005277,77.517688,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹259246 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1308,100151124202601308,202601308,2025-02-11,321,1124,1,2,5,19,1,11,2025-02-08 05:13:36,2025-02-08 19:13:36,2025-02-11 05:13:36,12.404114,75.707958,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1309,100251187202601309,202601309,2024-01-27,834,1187,1,2,6,23,2,47,2024-01-17 05:36:18,2024-01-17 15:36:18,2024-01-27 05:36:18,14.866543,75.415517,The accused posed as a real estate agent and collected ₹891026 as advance for a site. Later it was found the documents were forged.
1310,100281206202601310,202601310,2024-03-29,953,1206,1,2,16,32,1,5,2024-03-22 19:04:33,2024-03-23 11:04:33,2024-03-29 19:04:33,16.813805,75.80578,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹265234 and cash were stolen.
1311,100201153202601311,202601311,2026-04-05,890,1153,1,2,4,84,1,36,2026-03-27 18:27:52,2026-03-28 14:27:52,2026-04-05 18:27:52,12.623914,77.362169,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1483768 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1312,100011001202601312,202601312,2024-04-21,474,1001,1,2,13,9,2,21,2024-04-13 10:33:10,2024-04-15 05:33:10,2024-04-21 10:33:10,13.005929,77.499951,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹415984 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1313,100101091202601313,202601313,2026-01-09,179,1091,1,1,19,99,1,44,2026-01-04 15:55:52,2026-01-04 20:55:52,2026-01-09 15:55:52,14.463145,75.91721,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹577280 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1314,100011007202601314,202601314,2025-02-25,161,1007,1,2,16,1,2,9,2025-02-19 22:41:50,2025-02-20 10:41:50,2025-02-25 22:41:50,12.885743,77.538065,"Fraudster contacted the victim from +918287955558 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹42763 was debited from their SBI account."
1315,100011003202601315,202601315,2025-11-06,414,1003,3,2,3,26,1,37,2025-11-04 02:56:33,2025-11-04 12:56:33,2025-11-06 02:56:33,13.025561,77.612785,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1316,100011012202601316,202601316,2025-10-29,320,1012,1,2,3,22,2,28,2025-10-20 23:25:48,2025-10-22 06:25:48,2025-10-29 23:25:48,12.935791,77.526975,"During a raid, police apprehended a suspect carrying 417 grams of MDMA intended for distribution among college students."
1317,100031031202601317,202601317,2024-12-25,647,1031,1,2,20,61,1,42,2024-12-15 08:23:29,2024-12-16 18:23:29,2024-12-25 08:23:29,12.391219,76.662976,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹79128 to clear their name.
1318,100041039202601318,202601318,2025-01-03,218,1039,1,2,20,12,2,41,2024-12-29 12:37:42,2024-12-30 01:37:42,2025-01-03 12:37:42,13.014449,74.865398,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1319,100141116202601319,202601319,2025-04-24,962,1116,1,1,1,100,1,23,2025-04-22 15:39:24,2025-04-23 14:39:24,2025-04-24 15:39:24,12.537613,76.867905,"Fraudster contacted the victim from +916988335251 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹42894 was debited from their SBI account."
1320,100031030202601320,202601320,2025-02-26,530,1030,3,2,18,60,3,26,2025-02-25 23:36:41,2025-02-26 08:36:41,2025-02-26 23:36:41,12.231002,76.613535,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1321,100011009202601321,202601321,2025-11-07,494,1009,1,2,12,55,4,45,2025-10-31 03:36:38,2025-10-31 16:36:38,2025-11-07 03:36:38,12.907598,77.610366,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1322,100311226202601322,202601322,2025-05-28,536,1226,1,2,20,24,1,30,2025-05-23 14:37:33,2025-05-25 03:37:33,2025-05-28 14:37:33,14.252879,76.321769,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹562258 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1323,100031025202601323,202601323,2026-05-28,108,1025,1,1,6,48,1,23,2026-05-20 08:51:25,2026-05-22 07:51:25,2026-05-28 08:51:25,12.325709,76.607572,The accused posed as a real estate agent and collected ₹244025 as advance for a site. Later it was found the documents were forged.
1324,100011009202601324,202601324,2024-09-07,735,1009,1,1,18,73,1,49,2024-09-02 06:19:41,2024-09-03 16:19:41,2024-09-07 06:19:41,12.922665,77.609516,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1325,100011007202601325,202601325,2025-06-25,326,1007,4,2,10,91,3,17,2025-06-20 15:46:03,2025-06-22 15:46:03,2025-06-25 15:46:03,12.883205,77.524289,"During a raid, police apprehended a suspect carrying 311 grams of MDMA intended for distribution among college students."
1326,100151123202601326,202601326,2024-07-07,692,1123,1,2,15,37,4,15,2024-07-02 10:50:57,2024-07-03 04:50:57,2024-07-07 10:50:57,12.41456,75.891925,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹293270 and cash were stolen.
1327,100041038202601327,202601327,2025-09-28,612,1038,1,1,14,17,1,39,2025-09-18 18:50:43,2025-09-19 16:50:43,2025-09-28 18:50:43,12.955551,74.848597,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹187841 and cash were stolen.
1328,100101090202601328,202601328,2024-12-05,206,1090,1,2,1,98,1,37,2024-12-01 11:15:00,2024-12-01 22:15:00,2024-12-05 11:15:00,14.403707,75.876161,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1329,100031024202601329,202601329,2024-09-26,444,1024,3,2,16,75,1,9,2024-09-19 06:28:30,2024-09-20 06:28:30,2024-09-26 06:28:30,12.215157,76.587049,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1647366 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1330,100211160202601330,202601330,2024-02-27,680,1160,1,2,2,4,1,10,2024-02-17 22:21:35,2024-02-18 13:21:35,2024-02-27 22:21:35,13.521204,77.743903,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹168215 to clear their name.
1331,100231173202601331,202601331,2024-06-14,294,1173,3,2,11,75,2,22,2024-06-04 15:40:53,2024-06-05 17:40:53,2024-06-14 15:40:53,16.862802,77.093482,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹116975 to clear their name.
1332,100051051202601332,202601332,2024-01-04,469,1051,3,2,18,39,4,13,2023-12-30 14:22:39,2024-01-01 12:22:39,2024-01-04 14:22:39,15.749206,74.554091,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1333,100011006202601333,202601333,2025-09-08,948,1006,1,1,14,21,1,43,2025-09-05 00:24:35,2025-09-05 13:24:35,2025-09-08 00:24:35,12.898227,77.613053,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹72188 and cash were stolen.
1334,100111092202601334,202601334,2025-01-21,616,1092,1,2,13,70,2,2,2025-01-11 06:45:19,2025-01-12 09:45:19,2025-01-21 06:45:19,13.831938,75.573252,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹663951 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1335,100011013202601335,202601335,2025-05-02,778,1013,1,2,16,57,1,19,2025-04-30 11:02:05,2025-05-02 05:02:05,2025-05-02 11:02:05,13.065806,77.553142,The accused posed as a real estate agent and collected ₹247711 as advance for a site. Later it was found the documents were forged.
1336,100011005202601336,202601336,2024-10-19,267,1005,1,1,6,72,3,40,2024-10-13 13:12:51,2024-10-13 17:12:51,2024-10-19 13:12:51,12.948068,77.514218,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1337,100271199202601337,202601337,2025-08-30,256,1199,1,2,20,30,1,1,2025-08-27 03:41:59,2025-08-28 13:41:59,2025-08-30 03:41:59,17.855691,77.533442,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹167559 and cash were stolen.
1338,100011003202601338,202601338,2025-05-27,169,1003,1,1,4,86,1,28,2025-05-19 22:20:25,2025-05-21 03:20:25,2025-05-27 22:20:25,13.007515,77.645053,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹78260 and cash were stolen.
1339,100151123202601339,202601339,2024-01-17,384,1123,1,2,12,27,1,4,2024-01-16 15:09:17,2024-01-17 03:09:17,2024-01-17 15:09:17,12.396101,75.901277,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹161900 and cash were stolen.
1340,100011015202601340,202601340,2024-09-25,911,1015,3,1,5,6,1,9,2024-09-20 19:27:24,2024-09-22 17:27:24,2024-09-25 19:27:24,13.044368,77.626128,"During a raid, police apprehended a suspect carrying 476 grams of MDMA intended for distribution among college students."
1341,100041041202601341,202601341,2024-04-15,266,1041,1,2,6,85,1,9,2024-04-07 19:00:11,2024-04-09 17:00:11,2024-04-15 19:00:11,12.938356,74.820928,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1342,100011015202601342,202601342,2025-08-02,751,1015,1,2,16,42,3,17,2025-07-25 21:37:42,2025-07-27 15:37:42,2025-08-02 21:37:42,13.047521,77.617204,"Fraudster contacted the victim from +917338811290 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹21970 was debited from their SBI account."
1343,100021018202601343,202601343,2025-02-13,617,1018,1,2,3,24,2,10,2025-02-10 15:48:31,2025-02-11 13:48:31,2025-02-13 15:48:31,13.257203,77.569104,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1391797 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1344,100011001202601344,202601344,2026-06-27,597,1001,1,2,8,81,4,13,2026-06-24 15:53:35,2026-06-25 07:53:35,2026-06-27 15:53:35,12.993215,77.49537,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1345,100031025202601345,202601345,2024-10-16,666,1025,1,2,14,96,1,40,2024-10-10 10:01:24,2024-10-12 07:01:24,2024-10-16 10:01:24,12.34211,76.597135,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹55063 to clear their name.
1346,100011015202601346,202601346,2024-04-24,254,1015,1,1,12,14,2,38,2024-04-20 20:27:21,2024-04-22 11:27:21,2024-04-24 20:27:21,13.023078,77.62832,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1347,100291214202601347,202601347,2025-01-26,604,1214,3,1,13,96,1,17,2025-01-23 04:29:54,2025-01-23 14:29:54,2025-01-26 04:29:54,15.312052,76.111217,The accused posed as a real estate agent and collected ₹286859 as advance for a site. Later it was found the documents were forged.
1348,100011009202601348,202601348,2025-12-06,761,1009,1,2,13,25,1,13,2025-12-01 21:23:26,2025-12-03 11:23:26,2025-12-06 21:23:26,12.907258,77.598227,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹274698 and cash were stolen.
1349,100111092202601349,202601349,2026-04-18,960,1092,1,2,17,64,3,33,2026-04-13 04:56:35,2026-04-14 13:56:35,2026-04-18 04:56:35,13.829427,75.576532,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
